"chr","chromStart","chromEnd","name","score","strand","thickStart","thickEnd","itemRgb","blockCount","blockSizes","blockStarts","geneID","ReadsCount.input.Control","ReadsCount.IP.Control","ReadsCount.input.Treated","ReadsCount.IP.Treated","ModLog2FC_control","ModLog2FC_treated","DiffModLog2FC","pvalue","padj"
"chr15",85326920,85327120,"peak_11114",0.450528387094196,"+",85326920,85327120,0,1,"200","0","9640",75,340,126,191,2.25963505602037,2.07725628497268,-0.107579989298431,0.528126886626201,0.731774786353528
"chr15",85327320,85327520,"peak_11115",5.36310515048341,"+",85327320,85327520,0,1,"200","0","9640",130,703,154,569,2.19289911589217,2.8320562035973,0.543096865714374,0.00303518962723242,0.0242965427090833
"chr15",85327945,85333954,"peak_11116",0.534812898589089,"+",85327945,85333954,0,2,"181,19","0,5990","9640",77,441,111,237,2.32385468759024,2.11710313245912,-0.123582377687471,0.471619793925321,0.690248188363775
"chr15",85345434,85345859,"peak_11117",0.663707477781091,"+",85345434,85345859,0,1,"425","0","9640",64,936,105,592,3.56958021130892,3.34814239579981,-0.143235515360635,0.39713021460649,0.63125399674176
"chr1",206669749,206669924,"peak_11118",0,"+",206669749,206669924,0,1,"175","0","9641",20,130,14,39,2.65739577740405,2.73643950352186,0.0170849578756414,0.904508338338775,NA
"chrX",102933497,102940217,"peak_11119",2.67777780646058,"-",102933497,102940217,0,3,"82,49,119","0,6111,6601","9643",133,685,442,374,3.0890391147893,2.64358163963917,-0.351581429966923,0.0404638240274364,0.156281855379852
"chrX",102931325,102931600,"peak_11120",46.7700393984582,"-",102931325,102931600,0,1,"275","0","9643",1323,4551,1790,2625,2.21627452108251,2.86461042986019,0.635869142195144,6.95727213606963e-17,8.33326595853673e-15
"chr10",105363496,105372714,"peak_11121",0.46323390902056,"-",105363496,105372714,0,4,"50,120,50,105","0,2058,7841,9113","9644",64,829,79,410,3.36007124356329,3.17493709092486,-0.119571548972328,0.518106987668656,0.725358489560488
"chr10",105362846,105363321,"peak_11122",5.43590682227164,"-",105362846,105363321,0,1,"475","0","9644",116,771,75,418,2.26501026100277,3.05308787105741,0.649286852400578,0.00285725478450725,0.0231009049327411
"chr10",105360971,105362521,"peak_11123",0.189451241959023,"-",105360971,105362521,0,1,"1550","0","9644",224,3267,257,1602,3.61131298598494,3.56624691802794,-0.0379245133398561,0.764858758401217,0.876939219334508
"chr10",105360596,105360921,"peak_11124",1.51475869235608,"-",105360596,105360921,0,1,"325","0","9644",39,418,61,154,3.58355298046161,3.04261848723599,-0.296629981422323,0.140923690378013,0.34995499557586
"chr10",105360271,105360496,"peak_11125",0.271820950944356,"-",105360271,105360496,0,1,"225","0","9644",26,213,34,104,2.8545640708136,2.65725776793683,-0.0681843552351627,0.67525866453954,0.828273449777368
"chr10",105360196,105360246,"peak_11126",1.07250542308053,"-",105360196,105360246,0,1,"50","0","9644",23,133,17,86,1.89285624053572,2.57551083805009,0.1947903666028,0.238138342174235,0.475492528457384
"chr10",105359971,105360171,"peak_11127",0.252408460449972,"-",105359971,105360171,0,1,"200","0","9644",28,185,28,93,2.48469529097383,2.67863795046646,0.0628738545660738,0.694585975757631,0.839493779121672
"chr11",12281590,12281665,"peak_11128",2.02969056211993,"+",12281590,12281665,0,1,"75","0","9645",98,739,21,112,2.71383975018543,3.42480827061907,0.386013606764701,0.0800203139252093,0.244907598013369
"chr11",10800356,10800656,"peak_11129",3.42514651115809,"+",10800356,10800656,0,1,"300","0","9646",105,742,146,479,3.03107768957175,3.56722369657798,0.427414795843638,0.01871119400243,0.093095386775167
"chr2",109066103,109068902,"peak_11130",0,"+",109066103,109068902,0,3,"42,85,48","0,1380,2751","9648",12,82,25,39,2.99256788035138,2.51589272546933,-0.0930645458495155,0.498281100379497,NA
"chr8",66582225,66594609,"peak_11131",0.326180827990327,"+",66582225,66594609,0,2,"28,22","0,12362","9650",29,119,20,23,2.73916613826934,3.0362084480836,0.0753720989297129,0.626096638666347,0.797645256358389
"chr2",219602729,219602779,"peak_11132",1.5255365035145,"+",219602729,219602779,0,1,"50","0","9654",40,118,29,53,1.7062757804864,2.50818851137135,0.273301737346397,0.139269521674123,0.347350359712683
"chr2",219619169,219619219,"peak_11133",0.0263377672083117,"+",219619169,219619219,0,1,"50","0","9654",27,108,40,62,2.07028394791296,2.09199226246967,0.00624467962022061,0.965255157770966,0.981909681310926
"chr2",46986065,46986415,"peak_11134",1.3959310041101,"+",46986065,46986415,0,1,"350","0","9655",29,302,45,180,3.90998607962122,4.49303623041885,0.266909933689615,0.162856880088425,0.379999386872992
"chr2",46986515,46987190,"peak_11135",2.5855302174559,"+",46986515,46987190,0,1,"675","0","9655",43,963,133,570,4.85676632683138,4.29483944672761,-0.403442422553888,0.0443720086401592,0.166601094360226
"chr22",22673449,22675954,"peak_11136",0,"+",22673449,22675954,0,2,"157,18","0,2487","96610",4,73,9,46,4.31028574094268,3.93004824578664,-0.0421028948898373,0.694406589162709,NA
"chr16",15688550,15688725,"peak_11137",0.205578390054234,"-",15688550,15688725,0,1,"175","0","9665",16,100,36,45,3.343493867971,3.15574306966316,-0.0468660917422037,0.749493291409548,0.867190952416578
"chr3",108363273,108363473,"peak_11138",0.475010637950791,"+",108363273,108363473,0,1,"200","0","9666",9,119,21,48,4.36938742906013,3.90612827185744,-0.0918778310116945,0.508123992602317,0.719461484917451
"chr19",5621319,5622602,"peak_11139",15.9772252434436,"-",5621319,5622602,0,2,"88,62","0,1221","9667",273,952,127,388,1.65433022301453,2.70620389483502,0.979181879882055,5.32057926311063e-07,1.55015795827926e-05
"chr19",5610663,5611419,"peak_11140",7.96684819161234,"-",5610663,5611419,0,2,"36,289","0,467","9667",111,648,44,231,2.52707110277339,3.69365456510839,0.997119375945022,0.000312531200875242,0.00399705131096853
"chr19",52537226,52537476,"peak_11141",0.103122452174191,"-",52537226,52537476,0,1,"250","0","9668",10,172,30,138,4.68073367276297,4.78278050512245,0.0255861302373156,0.86242189311824,0.931015794295835
"chr2",99953983,99954033,"peak_11142",0.459652894735905,"+",99953983,99954033,0,1,"50","0","9669",144,438,105,139,1.6771019821464,1.8639037138555,0.108990869255657,0.521048602120838,0.727161188987463
"chr2",99977780,99977980,"peak_11143",6.21660779393898,"+",99977780,99977980,0,1,"200","0","9669",164,691,198,91,2.83948636455456,2.0308484381515,-0.68361264919969,0.00140952981072961,0.0134466649200577
"chr2",99978005,99978205,"peak_11144",0.230055092824765,"+",99978005,99978205,0,1,"200","0","9669",210,685,220,150,2.44276909542611,2.36288226973737,-0.0554622517830565,0.722014096413336,0.852602332449146
"chr2",100015923,100016023,"peak_11145",0.780483268595239,"+",100015923,100016023,0,1,"100","0","9669",87,268,102,49,2.40098207928592,2.04960366182788,-0.172579397700241,0.343350519014894,0.582171746851189
"chr12",56121551,56122176,"peak_11146",4.79419214954909,"-",56121551,56122176,0,3,"21,37,117","0,96,508","967",44,635,55,226,3.19100732652018,2.22855836440945,-0.73773927161046,0.00513022917699854,0.0360416245295003
"chr12",56120718,56121451,"peak_11147",51.0534347831866,"-",56120718,56121451,0,3,"30,189,56","0,216,677","967",805,3444,766,2227,2.18186132129011,3.02996483272906,0.830935129255955,3.13171207636549e-18,4.27941838942225e-16
"chr1",44412702,44413102,"peak_11148",0.962514817041773,"+",44412702,44413102,0,1,"400","0","9670",68,706,68,333,2.63568241844491,2.30318998546227,-0.197180261613795,0.272765871193768,0.513161621547787
"chr1",44415234,44422125,"peak_11149",0.276490532459153,"+",44415234,44422125,0,2,"591,134","0,6757","9670",83,1095,88,553,3.46466789374384,3.57517060965459,0.0701225891285107,0.670439447136847,0.825596905020678
"chr1",31345962,31349744,"peak_11150",1.70004031300811,"-",31345962,31349744,0,3,"262,292,346","0,1181,3436","9672",415,3771,253,1473,2.5320257016811,2.74920812925549,0.189405130133439,0.113846462201173,0.307777503036112
"chr1",31345387,31345937,"peak_11151",0.161847518980237,"-",31345387,31345937,0,1,"550","0","9672",203,1964,174,665,3.21326177450767,3.16524682745558,-0.0369659083992139,0.794073036117386,0.893879633101826
"chr1",156164004,156169766,"peak_11152",0.0758137643265536,"+",156164004,156169766,0,2,"34,141","0,5621","9673",30,160,41,86,2.35000752539301,2.29190359579111,-0.0232474026647535,0.902247780288522,0.948806787500465
"chr1",156170091,156177680,"peak_11153",4.38696965509418,"+",156170091,156177680,0,2,"172,28","0,7561","9673",37,279,59,81,2.97077126715839,1.88677965835091,-0.780231131750838,0.00754231148626494,0.0477958889874216
"chr1",156180281,156180556,"peak_11154",0.917143833226321,"+",156180281,156180556,0,1,"275","0","9673",61,402,58,198,2.68761643160538,3.04493268880133,0.190063483586964,0.288726013834292,0.529556369213475
"chr1",156182506,156182581,"peak_11155",1.0006066367046,"+",156182506,156182581,0,1,"75","0","9673",28,116,52,31,2.78774084917076,2.17376132411915,-0.189466264231098,0.262085980692799,0.499789799935746
"chr20",36641588,36641988,"peak_11156",0.463335365894418,"-",36641588,36641988,0,1,"400","0","9675",50,550,54,140,3.865419245031,3.63374911443529,-0.124261443212848,0.517628220716208,0.72530748084758
"chr20",36640838,36641363,"peak_11157",3.14946963460642,"-",36640838,36641363,0,1,"525","0","9675",48,370,77,98,3.280711061505,2.47172522954834,-0.54198288585368,0.0249858604273062,0.112697730295549
"chr20",36634771,36640563,"peak_11158",6.29983137981847,"-",36634771,36640563,0,2,"28,647","0,5145","9675",54,815,100,235,4.20553708545993,3.26683493399069,-0.782443855793178,0.00129519664673164,0.0126929271379701
"chr8",56699195,56699470,"peak_11159",0.475880789014284,"+",56699195,56699470,0,1,"275","0","96764",34,276,51,71,3.79206115729583,3.4985706461492,-0.111743363640309,0.50696905509156,0.71902767777134
"chr15",43827184,43827359,"peak_11160",1.05875331047479,"-",43827184,43827359,0,1,"175","0","9677",55,231,34,85,1.9837240732853,2.51006049378482,0.212473975176032,0.242736074787209,0.480046707720087
"chr15",43826309,43826534,"peak_11161",0.00475886141336754,"-",43826309,43826534,0,1,"225","0","9677",18,140,19,47,3.17180290024114,3.16655698267134,0.00223377759168483,0.993111219472501,0.996706843004263
"chr17",7483387,7483537,"peak_11162",5.06814052047966,"+",7483387,7483537,0,1,"150","0","968",79,265,55,151,1.69794703516583,2.70936336923554,0.781764645153385,0.00400025240545726,0.0298083324406654
"chr1",44170230,44170530,"peak_11163",3.26522287207896,"+",44170230,44170530,0,1,"300","0","9682",90,601,88,348,2.80444965514738,3.42973566169007,0.469125929397057,0.0221911111212928,0.104008772994581
"chr16",48595609,48596034,"peak_11164",0.268041548129588,"-",48595609,48596034,0,1,"425","0","9683",75,406,111,119,3.19240421135366,3.06359776108194,-0.0695671109833598,0.680208823736276,0.830446107754898
"chr16",48594934,48595034,"peak_11165",1.17967248966561,"-",48594934,48595034,0,1,"100","0","9683",30,173,59,54,3.04484599063378,2.33816670383922,-0.215491414678106,0.209350575225807,0.441451701986694
"chr16",48587575,48594759,"peak_11166",0,"-",48587575,48594759,0,2,"5,95","0,7089","9683",18,90,32,25,3.06055408576431,2.55391439401571,-0.113824424995342,0.435776165583227,NA
"chr16",48576636,48576936,"peak_11167",0.0102016371848168,"-",48576636,48576936,0,1,"300","0","9683",48,269,80,118,2.96485277051258,2.95797501026387,-0.00265236228304823,0.984886969250916,0.992953706312157
"chr8",145745279,145745379,"peak_11168",0.76419342628726,"+",145745279,145745379,0,1,"100","0","9684",27,167,18,84,2.05097417915311,2.58022542861087,0.150824436821119,0.350193356661922,0.58878244974335
"chr8",145745429,145747150,"peak_11169",0.464631661732921,"+",145745429,145747150,0,3,"9,585,856","0,192,865","9684",232,4283,246,2133,3.68077807053539,3.58018289388701,-0.0826133350579922,0.516267031397635,0.724656067508659
"chr8",145747700,145748250,"peak_11170",0.244116979529559,"+",145747700,145748250,0,1,"550","0","9684",72,875,41,477,2.40078917681153,2.52383347022321,0.0636605646802659,0.707354058854548,0.8443324227717
"chr8",145748575,145749125,"peak_11171",1.28831200422128,"+",145748575,145749125,0,1,"550","0","9684",121,715,100,355,2.1358820389692,2.47174716850231,0.231183677024439,0.184585231840813,0.40942979408312
"chr8",145749450,145749800,"peak_11172",0.575386324667454,"+",145749450,145749800,0,1,"350","0","9684",65,534,63,202,2.67062887810646,2.42457807278863,-0.119722251455857,0.446090078122381,0.671106518521219
"chr5",157214500,157214900,"peak_11173",0.746715209163483,"-",157214500,157214900,0,1,"400","0","9685",296,4210,388,1561,4.34221094992969,4.46605651823838,0.10745444098692,0.358347100629006,0.595958919138186
"chr3",11685185,11685235,"peak_11174",0.796063063817695,"-",11685185,11685235,0,1,"50","0","9686",19,74,39,50,2.66347964318695,3.19143215283314,0.154370194602816,0.336813275214911,0.57591864577636
"chr3",11599868,11599993,"peak_11175",12.0652085272891,"-",11599868,11599993,0,1,"125","0","9686",195,494,146,233,1.58111407027894,2.60295016902515,0.928269372447518,1.18575776772424e-05,0.000233351356236522
"chr4",160279431,160279581,"peak_11176",0.29418197198639,"+",160279431,160279581,0,1,"150","0","9693",10,84,43,87,3.39062474463602,3.11410249587151,-0.0660574090235135,0.652629436743368,0.815534620721813
"chr6",52366999,52367399,"peak_11177",0.598045350484943,"-",52366999,52367399,0,1,"400","0","9697",84,828,188,783,3.39615918387421,3.57162419325736,0.124673971202763,0.431511970166487,0.660648435309335
"chr1",31532276,31538489,"peak_11178",0.2038922868088,"-",31532276,31538489,0,2,"148,27","0,6186","9698",56,291,97,210,2.42459010455843,2.52558520551736,0.0549425433769414,0.752011573866728,0.868205046320555
"chr8",105264073,105264123,"peak_11179",0,"+",105264073,105264123,0,1,"50","0","9699",21,107,10,20,3.02592096189415,3.77948703137199,0.143300735217189,0.304982008750267,NA
"chr8",105264248,105264373,"peak_11180",0,"+",105264248,105264373,0,1,"125","0","9699",31,121,28,22,2.58986941663019,2.32656275653852,-0.0647677509495063,0.662084439133745,NA
"chr8",105264548,105264823,"peak_11181",0.436646025146171,"+",105264548,105264823,0,1,"275","0","9699",48,433,38,82,3.95562185213668,4.20146086037765,0.105501797008408,0.538951035517544,0.73885029140229
"chr12",53663279,53663329,"peak_11182",0,"+",53663279,53663329,0,1,"50","0","9700",19,93,21,37,2.42115781412653,2.42252321193812,0.000554379591319927,0.998257521550212,NA
"chr22",50832456,50845184,"peak_11183",0.0901320906387591,"+",50832456,50845184,0,2,"108,67","0,12661","9701",80,319,88,136,1.9729318260353,1.91957922656227,-0.0243779996097968,0.877659713426023,0.939436732089505
"chr11",95564298,95564473,"peak_11184",0.349329351850653,"+",95564298,95564473,0,1,"175","0","9702",97,361,141,92,2.67236827978929,2.5054626971809,-0.0887609666544796,0.605533397013451,0.784948902777011
"chr17",26962222,26962497,"peak_11185",29.1225624123394,"-",26962222,26962497,0,1,"275","0","9703",270,1789,292,341,2.75202229985126,1.59308390955683,-1.11189978797812,2.50416094150544e-11,1.71094151087928e-09
"chr17",26961067,26962197,"peak_11186",19.2000268360735,"-",26961067,26962197,0,2,"37,663","0,467","9703",408,4599,538,1342,3.63050808881192,2.94154956255275,-0.657100243375728,4.46678698278447e-08,1.66041254049712e-06
"chr19",47856238,47856488,"peak_11187",0.84606164119898,"+",47856238,47856488,0,1,"250","0","9704",57,559,48,127,3.44992119514354,3.09099433739238,-0.181651788780096,0.315535560140607,0.556301291020202
"chr19",47856638,47856863,"peak_11188",0.952698745638379,"+",47856638,47856863,0,1,"225","0","9704",92,538,38,170,1.81511145627977,2.19202804710477,0.190322680648922,0.276012683371111,0.516665069277739
"chr19",47885450,47885600,"peak_11189",1.6381511423385,"+",47885450,47885600,0,1,"150","0","9704",36,185,28,118,1.84727602516939,2.56381617965537,0.309281793392144,0.122089758883155,0.321267925328009
"chr16",56977189,56977514,"peak_11190",12.3590072544708,"+",56977189,56977514,0,1,"325","0","9709",209,1126,196,490,2.94902215864428,3.79335137215346,0.776526326112617,9.35890865581958e-06,0.000190356670395727
"chr9",35609975,35610100,"peak_11191",0,"-",35609975,35610100,0,1,"125","0","971",8,117,1,61,3.83119936896249,7.09613551001452,0.385086280833474,0.0154224872243355,NA
"chr19",34791805,34810968,"peak_11192",0.280035956058455,"+",34791805,34810968,0,2,"68,157","0,19006","9710",26,169,28,78,2.80980297376475,3.02670478215191,0.0714987265527826,0.666026945401495,0.823570491295762
"chr19",34810993,34818447,"peak_11193",1.59904910454401,"+",34810993,34818447,0,2,"28,122","0,7332","9710",29,119,26,60,2.23377517804231,3.02572920693106,0.289222740653842,0.128676664322726,0.330094474743779
"chr19",34832641,34838837,"peak_11194",0.551911779295023,"+",34832641,34838837,0,2,"719,56","0,6140","9710",92,878,126,538,3.26233085839276,3.43852941449352,0.119582449282689,0.459575629620412,0.682115627489247
"chr10",11505133,11505658,"peak_11195",2.26323502843979,"-",11505133,11505658,0,1,"525","0","9712",135,857,81,309,2.52608855603474,3.03612654530169,0.360228802474674,0.0616410873970452,0.208304364307256
"chr10",11504108,11505008,"peak_11196",3.52760429286446,"-",11504108,11505008,0,1,"900","0","9712",162,1300,138,459,3.32158266906328,3.82479592888906,0.41181478350458,0.0168384777297468,0.0867132162950817
"chr7",143053667,143053842,"peak_11197",0,"-",143053667,143053842,0,1,"175","0","9715",4,83,4,46,3.92619122386285,4.13173219814334,0.0122825800037439,0.856744325324541,NA
"chr15",35252998,35261765,"peak_11198",1.5676925065622,"-",35252998,35261765,0,3,"17,57,26","0,3436,8741","9716",27,108,28,52,2.49025271471636,3.31002001923093,0.277527053759985,0.133029403403818,0.337347527570964
"chr15",35148901,35149001,"peak_11199",4.33867806432877,"-",35148901,35149001,0,1,"100","0","9716",45,118,45,58,2.15136461464499,3.34401266696493,0.825986332507521,0.00787036682478433,0.0494228472065098
"chr16",31087656,31088531,"peak_11200",0.546936115935423,"+",31087656,31088531,0,1,"875","0","9726",109,1275,85,517,3.1972357197682,3.3780769588431,0.121021629213876,0.462240976383608,0.684472215029573
"chr16",31088731,31088981,"peak_11201",0.246268087926029,"+",31088731,31088981,0,1,"250","0","9726",25,225,29,103,2.85242016411681,2.65767093636208,-0.0612772078082162,0.702359648690661,0.843074431901143
"chr16",31089056,31089131,"peak_11202",0.199902428778935,"+",31089056,31089131,0,1,"75","0","9726",22,140,21,72,2.23805196352684,2.41575034722413,0.034382057197928,0.755665097088374,0.870609441680978
"chr16",31089256,31089381,"peak_11203",0.388442895005674,"+",31089256,31089381,0,1,"125","0","9726",39,174,32,72,2.02603527089032,2.28808821454802,0.0922709157839383,0.575593419227072,0.763953697146261
"chr16",31089456,31091031,"peak_11204",0.596976702804684,"+",31089456,31091031,0,1,"1575","0","9726",157,2035,165,881,3.34436441040521,3.1876018434632,-0.118097217223411,0.431968011501444,0.661137978795869
"chr16",31091106,31091181,"peak_11205",1.64140372914592,"+",31091106,31091181,0,1,"75","0","9726",24,176,32,63,2.48194227085932,1.67931571425742,-0.313084340796884,0.121550502914353,0.32054443579099
"chr16",31091631,31094350,"peak_11206",0.207215093910161,"+",31091631,31094350,0,2,"1391,59","0,2660","9726",175,2290,164,1100,3.08900188893723,3.02126517641158,-0.0480172951867112,0.747106375320354,0.866207702361146
"chr16",476717,511450,"peak_11207",3.07706872741284,"+",476717,511450,0,2,"3,47","0,34686","9727",32,109,23,73,1.76210620359453,2.98941664284694,0.607738307119966,0.0268091638263785,0.118497725486799
"chr15",49329853,49338509,"peak_11208",9.56979353413363,"-",49329853,49338509,0,2,"113,37","0,8619","9728",96,413,135,441,2.18194453972817,3.18095160409149,0.886447808535387,8.59870563072513e-05,0.00131584608879015
"chr15",49284234,49285084,"peak_11209",1.11772540780943,"-",49284234,49285084,0,1,"850","0","9728",357,5146,713,2903,4.37277541967261,4.50485325581386,0.120057557838329,0.224805203505904,0.460819793875826
"chr3",51475501,51475801,"peak_11210",0.169504010174063,"-",51475501,51475801,0,1,"300","0","9730",49,384,49,105,3.28396225003775,3.18343538096574,-0.0456116219803929,0.786046699213286,0.889148312436435
"chr3",51457889,51457939,"peak_11211",0,"-",51457889,51457939,0,1,"50","0","9730",11,87,15,19,3.32278813112401,2.47396801542393,-0.148434789310988,0.273408566619295,NA
"chr3",51456307,51457389,"peak_11212",0.0168031131190775,"-",51456307,51457389,0,2,"23,202","0,880","9730",45,236,36,63,2.56356186199376,2.55075132811117,-0.00489395751818836,0.976649062767539,0.988420533614989
"chr3",51435864,51435939,"peak_11213",0,"-",51435864,51435939,0,1,"75","0","9730",13,53,13,23,2.80947594617512,3.92194829193444,0.190973512391071,0.163941144876,NA
"chr7",111644176,111846196,"peak_11214",0,"-",111644176,111846196,0,2,"10,40","0,201980","9732",20,69,10,32,1.87491899889289,3.17728928404497,0.28091870281767,0.0850320525277473,NA
"chr7",111368213,111368388,"peak_11215",3.64390565288721,"-",111368213,111368388,0,1,"175","0","9732",38,358,10,82,3.42914086367295,4.83963219814235,0.837806475535598,0.015064709155826,0.0799972572296614
"chr12",108942929,108954732,"peak_11216",2.21771434262394,"-",108942929,108954732,0,2,"61,114","0,11689","9733",201,815,170,365,1.9768363654018,2.36044894290024,0.303209522844469,0.0647692705783742,0.214981684280324
"chr12",108916865,108917215,"peak_11217",1.15746477803637,"-",108916865,108917215,0,1,"350","0","9733",146,856,139,344,2.70458845719594,2.98476087074783,0.203483128547781,0.214553466592152,0.44829963254092
"chr2",61571084,61575299,"peak_11218",0.602861490039736,"-",61571084,61575299,0,2,"80,295","0,3920","9736",179,1147,226,430,3.14390339099903,3.297461898105,0.120428154622694,0.427766376648908,0.658446674004079
"chr2",61415114,61415739,"peak_11219",8.14264360018641,"-",61415114,61415739,0,1,"625","0","9736",172,945,265,619,2.95568762431364,3.6557683423877,0.62789089442755,0.000272445327383382,0.00353850678216006
"chr16",19548404,19548829,"peak_11220",1.50351138270486,"+",19548404,19548829,0,1,"425","0","9738",29,404,68,137,4.56016910160473,3.98604004239241,-0.290844386249404,0.142975179711931,0.352693921577714
"chr16",30968764,30968889,"peak_11221",0,"+",30968764,30968889,0,1,"125","0","9739",7,99,2,21,3.74814284699033,4.5959131977988,0.0614287360985486,0.506950222357797,NA
"chr16",30976377,30976652,"peak_11222",0.997816294954628,"+",30976377,30976652,0,1,"275","0","9739",72,1058,37,251,3.12399602953749,2.74364660104731,-0.204860131631123,0.262817627028436,0.500757387554967
"chr16",30977191,30977266,"peak_11223",1.36789747433811,"+",30977191,30977266,0,1,"75","0","9739",24,301,15,57,3.00790734360968,2.16177541399691,-0.225357113924268,0.168011603438311,0.38745549917098
"chr16",30990871,30991196,"peak_11224",0.563961858007073,"+",30990871,30991196,0,1,"325","0","9739",107,1192,39,428,2.34013219021724,2.57038325356688,0.132350163776465,0.452245536574954,0.676441999072356
"chr16",30991421,30991471,"peak_11225",0,"+",30991421,30991471,0,1,"50","0","9739",12,106,17,30,3.10640099480737,2.09023275000074,-0.21688023057036,0.156885595438557,NA
"chr11",128842779,128842929,"peak_11226",0.688350531912643,"-",128842779,128842929,0,1,"150","0","9743",15,117,58,100,3.23200646781572,2.77721453424101,-0.144620709682363,0.384989526989288,0.62056294913608
"chr11",128842654,128842729,"peak_11227",0,"-",128842654,128842729,0,1,"75","0","9743",11,53,20,65,2.47831292201164,3.55332098152825,0.243214361151894,0.118821780037766,NA
"chr11",128840504,128840554,"peak_11228",0.427698868832903,"-",128840504,128840554,0,1,"50","0","9743",7,86,39,120,3.80121883432959,3.39184912373356,-0.0873066979918561,0.545286166988962,0.743446654318003
"chr11",128838654,128839854,"peak_11229",1.35574140055601,"-",128838654,128839854,0,1,"1200","0","9743",83,1027,179,976,3.7711005357457,4.08534047138002,0.237448186557826,0.170477932694272,0.39073397188751
"chr7",143560752,143573544,"peak_11230",4.00616435772591,"-",143560752,143573544,0,2,"137,463","0,12329","9747",226,3094,427,1646,3.88940715429706,3.50417426778863,-0.340322383170424,0.0107565478268664,0.0622335192672145
"chr7",143560152,143560602,"peak_11231",0.0466895613884283,"-",143560152,143560602,0,1,"450","0","9747",19,371,19,143,4.29347853434669,4.25190395251435,-0.0120838686377541,0.93717212739724,0.968155331805289
"chr7",143550960,143551060,"peak_11232",0,"-",143550960,143551060,0,1,"100","0","9747",13,48,7,31,2.62122344968515,5.05799079183996,1.69466542515186,0.00347948717023055,NA
"chr10",105762227,105762402,"peak_11233",0.364734398646547,"+",105762227,105762402,0,1,"175","0","9748",41,177,102,69,2.82518614922025,2.61748929404146,-0.0913996756254001,0.594543297858298,0.776611836724134
"chr6",144086561,144086736,"peak_11234",0.944115287808406,"+",144086561,144086736,0,1,"175","0","9749",23,170,44,84,2.95449767782147,2.39740418268597,-0.187634240732064,0.278624025476239,0.519748182113145
"chr6",144144871,144145171,"peak_11235",0.617120388916081,"+",144144871,144145171,0,1,"300","0","9749",13,183,41,114,4.27900354938193,3.84347586879416,-0.131681889388579,0.419594586207572,0.651970960183514
"chr20",1285675,1285800,"peak_11236",0,"+",1285675,1285800,0,1,"125","0","9751",10,116,17,60,3.2528849563445,2.69907453002585,-0.111851149623742,0.42648667897061,NA
"chr20",1285925,1286575,"peak_11237",4.30047735093932,"+",1285925,1286575,0,1,"650","0","9751",31,1012,53,543,4.27714643148925,3.34182163817953,-0.694585317769312,0.00814431690009653,0.0507489804526246
"chr20",1288600,1288725,"peak_11238",0,"+",1288600,1288725,0,1,"125","0","9751",10,63,12,31,2.81662049843071,3.07966181026395,0.0384657325300625,0.746982976639739,NA
"chr6",28348097,28348222,"peak_11239",0,"-",28348097,28348222,0,1,"125","0","9753",3,67,9,17,5.08292107549594,3.54662329544231,-0.1394168341043,0.188085353913496,NA
"chrX",67937355,67937455,"peak_11240",0,"+",67937355,67937455,0,1,"100","0","9754",14,111,11,36,2.70666392054893,2.59470224705785,-0.0198622571912714,0.877137142040504,NA
"chrX",67937830,67938105,"peak_11241",0,"+",67937830,67938105,0,1,"275","0","9754",10,156,10,51,3.54549789555882,3.01184146278281,-0.0883512993021155,0.485068010007928,NA
"chrX",67938355,67939100,"peak_11242",0,"+",67938355,67939100,0,2,"116,34","0,711","9754",4,95,8,36,4.40269072664174,3.22472849154128,-0.119185497953496,0.268477170683987,NA
"chr19",36210874,36211499,"peak_11243",9.82602375475108,"+",36210874,36211499,0,1,"625","0","9757",232,2388,156,1180,3.03668013097532,3.72968610795961,0.634158156950774,6.95929679294297e-05,0.00110172222801051
"chr19",36212549,36212624,"peak_11244",2.89987367600142,"+",36212549,36212624,0,1,"75","0","9757",63,268,32,119,1.69687897922431,2.59646770198852,0.536891874286379,0.032246059759569,0.133983414041687
"chr19",36223325,36224100,"peak_11245",2.17306046121423,"+",36223325,36224100,0,1,"775","0","9757",242,2306,111,885,2.41940310219871,2.79182806775277,0.29781914446527,0.0680891715619333,0.221739783307128
"chr2",239974338,239974388,"peak_11246",0,"-",239974338,239974388,0,1,"50","0","9759",15,60,9,24,2.72246626569062,4.30248145214324,0.290228287703257,0.0602945462272411,NA
"chr2",239974063,239974213,"peak_11247",0,"-",239974063,239974213,0,1,"150","0","9759",4,64,10,29,4.12267544283023,3.13039615689242,-0.107228943266968,0.328408995569274,NA
"chr19",14519270,14519537,"peak_11248",0.328955092591315,"+",14519270,14519537,0,1,"267","0","976",35,265,57,136,3.04715889679954,2.85170807674119,-0.0834471874513802,0.623137621706727,0.796112879351944
"chr12",121134318,121134518,"peak_11249",14.7917011003622,"+",121134318,121134518,0,1,"200","0","9761",199,998,412,347,2.53697830527482,1.60830450431832,-0.862555112948518,1.34932465505772e-06,3.52577246607486e-05
"chr20",3146566,3146941,"peak_11250",3.45125898288329,"-",3146566,3146941,0,1,"375","0","9762",29,542,19,423,3.55851087483293,4.65446781942418,0.687798859943025,0.0182153746054735,0.0914255377249371
"chr20",3145447,3145797,"peak_11251",0.436646025146171,"-",3145447,3145797,0,1,"350","0","9762",29,443,26,252,2.90222528752352,2.61939674306744,-0.0999996317115022,0.539021063960566,0.73885029140229
